,breed,type.x,contact_state
28582,Labrador Retriever,Dog,IA
28583,Labrador Retriever,Dog,IA
28584,Labrador Retriever,Dog,IA
28585,Husky,Dog,IA
28586,Cattle Dog,Dog,IA
28587,Labrador Retriever,Dog,IA
28588,Pit Bull Terrier,Dog,IA
28589,Boxer,Dog,IA
28590,American Bulldog,Dog,IA
28591,Labrador Retriever,Dog,IA
28592,Boxer,Dog,IA
28593,Pit Bull Terrier,Dog,IA
28594,American Staffordshire Terrier,Dog,IA
28595,Coonhound,Dog,IA
28596,Pointer,Dog,IA
28597,Terrier,Dog,IA
28598,Rat Terrier,Dog,IA
28599,Bichon Frise,Dog,IA
28600,Bichon Frise,Dog,IA
28601,Pit Bull Terrier,Dog,IA
28602,Labrador Retriever,Dog,IA
28603,Staffordshire Bull Terrier,Dog,IA
28604,Labrador Retriever,Dog,IA
28605,Shepherd,Dog,IA
28606,Bernese Mountain Dog,Dog,IA
28607,Labrador Retriever,Dog,IA
28608,Hound,Dog,IA
28609,American Bulldog,Dog,IA
28610,Mixed Breed,Dog,IA
28611,Shar-Pei,Dog,IA
28612,Shepherd,Dog,IA
28613,Anatolian Shepherd,Dog,IA
28614,Beagle,Dog,IA
28615,Boxer,Dog,IA
28616,Australian Shepherd,Dog,IA
28617,American Bulldog,Dog,IA
28618,Hound,Dog,IA
28619,American Staffordshire Terrier,Dog,IA
28620,Hound,Dog,IA
28621,Shiba Inu,Dog,IA
28622,Shepherd,Dog,IA
28623,American Staffordshire Terrier,Dog,IA
28624,Labrador Retriever,Dog,IA
28625,Akita,Dog,IA
28626,American Staffordshire Terrier,Dog,IA
28627,Labrador Retriever,Dog,IA
28628,Boxer,Dog,IA
28629,Labrador Retriever,Dog,IA
28630,Labrador Retriever,Dog,IA
28631,Coonhound,Dog,IA
28632,Terrier,Dog,IA
28633,Labrador Retriever,Dog,IA
28634,Labrador Retriever,Dog,IA
28635,Golden Retriever,Dog,IA
28636,Pit Bull Terrier,Dog,IA
28637,Mountain Cur,Dog,IA
28638,American Bulldog,Dog,IA
28639,Great Pyrenees,Dog,IA
28640,Shih Tzu,Dog,IA
28641,Terrier,Dog,IA
28642,Beagle,Dog,IA
28643,Pit Bull Terrier,Dog,IA
28644,Shepherd,Dog,IA
28645,Cattle Dog,Dog,IA
28646,Boxer,Dog,IA
28647,Hound,Dog,IA
28648,Shepherd,Dog,IA
28649,Poodle,Dog,IA
28650,Beagle,Dog,IA
28651,Labrador Retriever,Dog,IA
28652,Pit Bull Terrier,Dog,IA
28653,Pit Bull Terrier,Dog,IA
28654,Terrier,Dog,IA
28655,Golden Retriever,Dog,IA
28656,Labrador Retriever,Dog,IA
28657,Rottweiler,Dog,IA
28658,Shepherd,Dog,IA
28659,Jack Russell Terrier,Dog,IA
28660,American Bulldog,Dog,IA
28661,Border Collie,Dog,IA
28662,Husky,Dog,IA
28663,Husky,Dog,IA
28664,Golden Retriever,Dog,IA
28665,Siberian Husky,Dog,IA
28666,German Shorthaired Pointer,Dog,IA
28667,German Shorthaired Pointer,Dog,IA
28668,German Shorthaired Pointer,Dog,IA
28669,German Shorthaired Pointer,Dog,IA
28670,German Shorthaired Pointer,Dog,IA
28671,German Shorthaired Pointer,Dog,IA
28672,German Shorthaired Pointer,Dog,IA
28673,German Shorthaired Pointer,Dog,IA
28674,German Shorthaired Pointer,Dog,IA
28675,German Shorthaired Pointer,Dog,IA
28676,English Coonhound,Dog,IA
28677,Chow Chow,Dog,IA
28678,Chihuahua,Dog,IA
28679,Chihuahua,Dog,IA
28680,Coonhound,Dog,IA
28681,Rottweiler,Dog,IA
28682,German Shepherd Dog,Dog,IA
28683,German Shepherd Dog,Dog,IA
28684,Labrador Retriever,Dog,IA
28685,Labrador Retriever,Dog,IA
28686,German Shepherd Dog,Dog,IA
28687,American Staffordshire Terrier,Dog,IA
28688,Cattle Dog,Dog,IA
28689,Shepherd,Dog,IA
28690,German Shepherd Dog,Dog,IA
28691,Hound,Dog,IA
28692,Pit Bull Terrier,Dog,IA
28693,Labrador Retriever,Dog,IA
28694,Staffordshire Bull Terrier,Dog,IA
28695,Pit Bull Terrier,Dog,IA
28696,Greyhound,Dog,IA
28697,German Shorthaired Pointer,Dog,IA
28698,Shih Tzu,Dog,IA
28699,Coonhound,Dog,IA
28700,Hound,Dog,IA
28701,Hound,Dog,IA
28702,Bloodhound,Dog,IA
28703,Labrador Retriever,Dog,IA
28704,Labrador Retriever,Dog,IA
28705,Labrador Retriever,Dog,IA
28706,Terrier,Dog,IA
28707,Hound,Dog,IA
28708,Australian Cattle Dog / Blue Heeler,Dog,IA
28709,Hound,Dog,IA
28710,Hound,Dog,IA
28711,Hound,Dog,IA
28712,Husky,Dog,IA
28713,Doberman Pinscher,Dog,IA
28714,Pit Bull Terrier,Dog,IA
28715,Labrador Retriever,Dog,IA
28716,Labrador Retriever,Dog,IA
28717,Shih Tzu,Dog,IA
28718,Australian Cattle Dog / Blue Heeler,Dog,IA
28719,Terrier,Dog,IA
28720,Cocker Spaniel,Dog,IA
28721,Siberian Husky,Dog,IA
28722,German Shepherd Dog,Dog,IA
28723,German Shepherd Dog,Dog,IA
28724,German Shepherd Dog,Dog,IA
28725,Borzoi,Dog,IA
28726,Clumber Spaniel,Dog,IA
28727,Terrier,Dog,IA
28728,Terrier,Dog,IA
28729,Labrador Retriever,Dog,IA
28730,Hound,Dog,IA
28731,Saint Bernard,Dog,IA
28732,Labrador Retriever,Dog,IA
28733,Saint Bernard,Dog,IA
28734,Pit Bull Terrier,Dog,IA
28735,Rottweiler,Dog,IA
28736,German Shepherd Dog,Dog,IA
28737,Greyhound,Dog,IA
28738,Great Pyrenees,Dog,IA
28739,Greyhound,Dog,IA
28740,Labrador Retriever,Dog,IA
28741,American Staffordshire Terrier,Dog,IA
28742,Labrador Retriever,Dog,IA
28743,Pit Bull Terrier,Dog,IA
28744,Terrier,Dog,IA
28745,Poodle,Dog,IA
28746,Pomeranian,Dog,IA
28747,Rat Terrier,Dog,IA
28748,Pomeranian,Dog,IA
28749,Pointer,Dog,IA
28750,Rat Terrier,Dog,IA
28751,Rat Terrier,Dog,IA
28752,Labrador Retriever,Dog,IA
28753,Doberman Pinscher,Dog,IA
28754,American Bulldog,Dog,IA
28755,Pit Bull Terrier,Dog,IA
28756,Husky,Dog,IA
28757,Pit Bull Terrier,Dog,IA
28758,American Bulldog,Dog,IA
28759,Doberman Pinscher,Dog,IA
28760,Pit Bull Terrier,Dog,IA
28761,Doberman Pinscher,Dog,IA
28762,Shar-Pei,Dog,IA
28763,Pit Bull Terrier,Dog,IA
28764,Labrador Retriever,Dog,IA
28765,Australian Shepherd,Dog,IA
28766,Australian Cattle Dog / Blue Heeler,Dog,IA
28767,Terrier,Dog,IA
28768,Boxer,Dog,IA
28769,Rhodesian Ridgeback,Dog,IA
28770,Boxer,Dog,IA
28771,German Shepherd Dog,Dog,IA
28772,Basset Hound,Dog,IA
28773,American Bulldog,Dog,IA
28774,Black Mouth Cur,Dog,IA
28775,Rottweiler,Dog,IA
28776,Rottweiler,Dog,IA
28777,English Bulldog,Dog,IA
28778,Chihuahua,Dog,IA
28779,Terrier,Dog,IA
28780,Mixed Breed,Dog,IA
28781,Black Labrador Retriever,Dog,IA
28782,Australian Shepherd,Dog,IA
28783,American Bulldog,Dog,IA
28784,Yorkshire Terrier,Dog,IA
28785,Shar-Pei,Dog,IA
28786,Mixed Breed,Dog,IA
28787,Labrador Retriever,Dog,IA
28788,American Bulldog,Dog,IA
28789,Pit Bull Terrier,Dog,IA
28790,Pit Bull Terrier,Dog,IA
28791,American Bulldog,Dog,IA
28792,Rottweiler,Dog,IA
28793,English Coonhound,Dog,IA
28794,Catahoula Leopard Dog,Dog,IA
28795,Akita,Dog,IA
28796,Pit Bull Terrier,Dog,IA
28797,American Bulldog,Dog,IA
28798,Terrier,Dog,IA
28799,Golden Retriever,Dog,IA
28800,Rottweiler,Dog,IA
28801,Spaniel,Dog,IA
28802,Husky,Dog,IA
28803,Dutch Shepherd,Dog,IA
28804,Border Collie,Dog,IA
28805,German Shepherd Dog,Dog,IA
28806,Italian Greyhound,Dog,IA
28807,Pit Bull Terrier,Dog,IA
28808,Terrier,Dog,IA
28809,Pit Bull Terrier,Dog,IA
28810,Rat Terrier,Dog,IA
28811,Pit Bull Terrier,Dog,IA
28812,Black Labrador Retriever,Dog,IA
28813,Terrier,Dog,IA
28814,Chihuahua,Dog,IA
28815,Labrador Retriever,Dog,IA
28816,Treeing Walker Coonhound,Dog,IA
28817,Labrador Retriever,Dog,IA
28818,American Staffordshire Terrier,Dog,IA
28819,Siberian Husky,Dog,IA
28820,Pit Bull Terrier,Dog,IA
28821,Terrier,Dog,IA
28822,Terrier,Dog,IA
28823,Labrador Retriever,Dog,IA
28824,Pit Bull Terrier,Dog,IA
28825,Rottweiler,Dog,IA
28826,Wire Fox Terrier,Dog,IA
28827,Labrador Retriever,Dog,IA
28828,Pit Bull Terrier,Dog,IA
28829,Hound,Dog,IA
28830,Chihuahua,Dog,IA
28831,Catahoula Leopard Dog,Dog,IA
28832,German Shorthaired Pointer,Dog,IA
28833,Australian Shepherd,Dog,IA
28834,Great Pyrenees,Dog,IA
28835,Pomeranian,Dog,IA
28836,Chihuahua,Dog,IA
28837,Samoyed,Dog,IA
28838,Rat Terrier,Dog,IA
28839,Terrier,Dog,IA
28840,Pit Bull Terrier,Dog,IA
28841,Labrador Retriever,Dog,IA
28842,Pit Bull Terrier,Dog,IA
28843,Pit Bull Terrier,Dog,IA
28844,Labrador Retriever,Dog,IA
28845,Siberian Husky,Dog,IA
28846,Chocolate Labrador Retriever,Dog,IA
28847,Pit Bull Terrier,Dog,IA
28848,Pit Bull Terrier,Dog,IA
28849,Labrador Retriever,Dog,IA
28850,Pit Bull Terrier,Dog,IA
28851,Pit Bull Terrier,Dog,IA
28852,Pit Bull Terrier,Dog,IA
28853,Vizsla,Dog,IA
28854,Terrier,Dog,IA
28855,Hound,Dog,IA
28856,Labrador Retriever,Dog,IA
28857,Terrier,Dog,IA
28858,Pit Bull Terrier,Dog,IA
28859,American Staffordshire Terrier,Dog,IA
28860,Shih Tzu,Dog,IA
28861,Shih Tzu,Dog,IA
28862,Australian Cattle Dog / Blue Heeler,Dog,IA
28863,Terrier,Dog,IA
28864,Australian Shepherd,Dog,IA
28865,Labrador Retriever,Dog,IA
28866,Pit Bull Terrier,Dog,IA
28867,Black Labrador Retriever,Dog,IA
28868,Labrador Retriever,Dog,IA
28869,Wire Fox Terrier,Dog,IA
28870,Rottweiler,Dog,IA
28871,Rottweiler,Dog,IA
28872,Labrador Retriever,Dog,IA
28873,Staffordshire Bull Terrier,Dog,IA
28874,Terrier,Dog,IA
28875,Labrador Retriever,Dog,IA
28876,Chihuahua,Dog,IA
28877,Labrador Retriever,Dog,IA
28878,Golden Retriever,Dog,IA
28879,Mixed Breed,Dog,IA
28880,Mixed Breed,Dog,IA
28881,Mixed Breed,Dog,IA
28882,Mixed Breed,Dog,IA
28883,Mixed Breed,Dog,IA
28884,Mixed Breed,Dog,IA
28885,Mixed Breed,Dog,IA
28886,Terrier,Dog,IA
28887,Boxer,Dog,IA
28888,Pit Bull Terrier,Dog,IA
28889,Mixed Breed,Dog,IA
28890,German Shorthaired Pointer,Dog,IA
28891,German Shepherd Dog,Dog,IA
28892,Labrador Retriever,Dog,IA
28893,Terrier,Dog,IA
28894,Boxer,Dog,IA
28895,Mastiff,Dog,IA
28896,Pit Bull Terrier,Dog,IA
28897,Australian Cattle Dog / Blue Heeler,Dog,IA
28898,American Staffordshire Terrier,Dog,IA
28899,Boxer,Dog,IA
28900,Labrador Retriever,Dog,IA
28901,Terrier,Dog,IA
28902,Terrier,Dog,IA
28903,Boxer,Dog,IA
28904,Chihuahua,Dog,IA
28905,Labrador Retriever,Dog,IA
28906,Black Labrador Retriever,Dog,IA
28907,Terrier,Dog,IA
28908,Terrier,Dog,IA
28909,Terrier,Dog,IA
28910,American Staffordshire Terrier,Dog,IA
28911,Black Labrador Retriever,Dog,IA
28912,Pit Bull Terrier,Dog,IA
28913,Saint Bernard,Dog,IA
28914,Husky,Dog,IA
28915,Border Collie,Dog,IA
28916,Vizsla,Dog,IA
28917,Chocolate Labrador Retriever,Dog,IA
28918,Beagle,Dog,IA
28919,American Staffordshire Terrier,Dog,IA
28920,Boxer,Dog,IA
28921,German Shepherd Dog,Dog,IA
28922,Foxhound,Dog,IA
28923,Foxhound,Dog,IA
28924,Treeing Walker Coonhound,Dog,IA
28925,Boxer,Dog,IA
28926,Mixed Breed,Dog,IA
28927,Pit Bull Terrier,Dog,IA
28928,Australian Cattle Dog / Blue Heeler,Dog,IA
28929,Pit Bull Terrier,Dog,IA
28930,Boxer,Dog,IA
28931,Pharaoh Hound,Dog,IA
28932,Pit Bull Terrier,Dog,IA
28933,German Shorthaired Pointer,Dog,IA
28934,Hound,Dog,IA
28935,Australian Cattle Dog / Blue Heeler,Dog,IA
28936,American Staffordshire Terrier,Dog,IA
28937,Shepherd,Dog,IA
28938,Shepherd,Dog,IA
28939,Foxhound,Dog,IA
28940,Poodle,Dog,IA
28941,Black Labrador Retriever,Dog,IA
28942,Terrier,Dog,IA
28943,Rottweiler,Dog,IA
28944,Boxer,Dog,IA
28945,Australian Cattle Dog / Blue Heeler,Dog,IA
28946,Dogo Argentino,Dog,IA
28947,Terrier,Dog,IA
28948,Terrier,Dog,IA
28949,Boxer,Dog,IA
28950,Hound,Dog,IA
28951,Shih Tzu,Dog,IA
28952,Terrier,Dog,IA
28953,Terrier,Dog,IA
28954,Pit Bull Terrier,Dog,IA
28955,Pit Bull Terrier,Dog,IA
28956,Terrier,Dog,IA
28957,Rottweiler,Dog,IA
28958,Terrier,Dog,IA
28959,Mastiff,Dog,IA
28960,Labrador Retriever,Dog,IA
28961,Great Dane,Dog,IA
28962,Belgian Shepherd / Malinois,Dog,IA
28963,Pit Bull Terrier,Dog,IA
28964,Bluetick Coonhound,Dog,IA
28965,Terrier,Dog,IA
28966,Labrador Retriever,Dog,IA
28967,Black Mouth Cur,Dog,IA
28968,American Staffordshire Terrier,Dog,IA
28969,Akita,Dog,IA
28970,Boxer,Dog,IA
28971,Pit Bull Terrier,Dog,IA
28972,Terrier,Dog,IA
28973,Terrier,Dog,IA
28974,American Staffordshire Terrier,Dog,IA
28975,Pit Bull Terrier,Dog,IA
28976,Bull Terrier,Dog,IA
28977,Husky,Dog,IA
28978,Pit Bull Terrier,Dog,IA
28979,Black Mouth Cur,Dog,IA
28980,Terrier,Dog,IA
28981,Pit Bull Terrier,Dog,IA
28982,Labrador Retriever,Dog,IA
28983,Belgian Shepherd / Malinois,Dog,IA
28984,Australian Cattle Dog / Blue Heeler,Dog,IA
28985,Siberian Husky,Dog,IA
28986,Australian Cattle Dog / Blue Heeler,Dog,IA
28987,Shepherd,Dog,IA
28988,Catahoula Leopard Dog,Dog,IA
28989,Terrier,Dog,IA
28990,Vizsla,Dog,IA
28991,American Staffordshire Terrier,Dog,IA
28992,Labrador Retriever,Dog,IA
28993,German Shepherd Dog,Dog,IA
28994,American Bulldog,Dog,IA
28995,Great Dane,Dog,IA
28996,Rat Terrier,Dog,IA
28997,Pit Bull Terrier,Dog,IA
28998,Chihuahua,Dog,IA
28999,Pit Bull Terrier,Dog,IA
29000,Boston Terrier,Dog,IA
29001,Pit Bull Terrier,Dog,ID
29002,Chocolate Labrador Retriever,Dog,ID
29003,Poodle,Dog,ID
29004,Terrier,Dog,ID
29005,Black Labrador Retriever,Dog,ID
29006,German Shepherd Dog,Dog,ID
29007,Rottweiler,Dog,ID
29008,Labrador Retriever,Dog,ID
29009,Labrador Retriever,Dog,ID
29010,Labrador Retriever,Dog,ID
29011,Labrador Retriever,Dog,ID
29012,Great Pyrenees,Dog,ID
29013,Boxer,Dog,ID
29014,Labrador Retriever,Dog,ID
29015,Boerboel,Dog,ID
29016,German Wirehaired Pointer,Dog,ID
29017,Australian Shepherd,Dog,ID
29018,Great Pyrenees,Dog,ID
29019,Pit Bull Terrier,Dog,ID
29020,Labrador Retriever,Dog,ID
29021,Pit Bull Terrier,Dog,ID
29022,Black Labrador Retriever,Dog,ID
29023,Border Collie,Dog,ID
29024,Border Collie,Dog,ID
29025,Beagle,Dog,ID
29026,Black Labrador Retriever,Dog,ID
29027,Collie,Dog,ID
29028,Hound,Dog,ID
29029,Pit Bull Terrier,Dog,ID
29030,Shepherd,Dog,ID
29031,Pit Bull Terrier,Dog,ID
29032,Border Collie,Dog,ID
29033,Australian Shepherd,Dog,ID
29034,Border Collie,Dog,ID
29035,German Shepherd Dog,Dog,ID
29036,English Coonhound,Dog,ID
29037,Hound,Dog,ID
29038,Pit Bull Terrier,Dog,ID
29039,Labrador Retriever,Dog,ID
29040,Labrador Retriever,Dog,ID
29041,Hound,Dog,ID
29042,Shepherd,Dog,ID
29043,Shepherd,Dog,ID
29044,Coonhound,Dog,ID
29045,Hound,Dog,ID
29046,Black Labrador Retriever,Dog,ID
29047,Coonhound,Dog,ID
29048,Rottweiler,Dog,ID
29049,Pit Bull Terrier,Dog,ID
29050,Pit Bull Terrier,Dog,IL
29051,Cockapoo,Dog,IL
29052,Shih Tzu,Dog,IL
29053,Chihuahua,Dog,IL
29054,Dachshund,Dog,IL
29055,Labrador Retriever,Dog,IL
29056,Yorkshire Terrier,Dog,IL
29057,Yorkshire Terrier,Dog,IL
29058,Yorkshire Terrier,Dog,IL
29059,Field Spaniel,Dog,IL
29060,Labrador Retriever,Dog,IL
29061,Labrador Retriever,Dog,IL
29062,Mountain Cur,Dog,IL
29063,Pit Bull Terrier,Dog,IL
29064,Pit Bull Terrier,Dog,IL
29065,Terrier,Dog,IL
29066,Pit Bull Terrier,Dog,IL
29067,Shepherd,Dog,IL
29068,Labrador Retriever,Dog,IL
29069,Labrador Retriever,Dog,IL
29070,Pit Bull Terrier,Dog,IL
29071,Shepherd,Dog,IL
29072,Labrador Retriever,Dog,IL
29073,Pointer,Dog,IL
29074,Terrier,Dog,IL
29075,Husky,Dog,IL
29076,Shih Tzu,Dog,IL
29077,Chihuahua,Dog,IL
29078,Pomeranian,Dog,IL
29079,Chihuahua,Dog,IL
29080,Maltese,Dog,IL
29081,Hound,Dog,IL
29082,Hound,Dog,IL
29083,Labrador Retriever,Dog,IL
29084,Shepherd,Dog,IL
29085,American Eskimo Dog,Dog,IL
29086,Labrador Retriever,Dog,IL
29087,Shih Tzu,Dog,IL
29088,Chihuahua,Dog,IL
29089,Chihuahua,Dog,IL
29090,Shih Tzu,Dog,IL
29091,Chihuahua,Dog,IL
29092,Rat Terrier,Dog,IL
29093,Pit Bull Terrier,Dog,IL
29094,Chihuahua,Dog,IL
29095,Pit Bull Terrier,Dog,IL
29096,Boxer,Dog,IL
29097,Labrador Retriever,Dog,IL
29098,Dachshund,Dog,IL
29099,Pit Bull Terrier,Dog,IL
29100,Beagle,Dog,IL
29101,German Shepherd Dog,Dog,IL
29102,Shar-Pei,Dog,IL
29103,Standard Poodle,Dog,IL
29104,Standard Poodle,Dog,IL
29105,Standard Poodle,Dog,IL
29106,Standard Poodle,Dog,IL
29107,Poodle,Dog,IL
29108,Belgian Shepherd / Malinois,Dog,IL
29109,American Staffordshire Terrier,Dog,IL
29110,Doberman Pinscher,Dog,IL
29111,Corgi,Dog,IL
29112,German Shepherd Dog,Dog,IL
29113,Pekingese,Dog,IL
29114,Pekingese,Dog,IL
29115,Black Labrador Retriever,Dog,IL
29116,Treeing Walker Coonhound,Dog,IL
29117,Labrador Retriever,Dog,IL
29118,Siberian Husky,Dog,IL
29119,Mixed Breed,Dog,IL
29120,Hound,Dog,IL
29121,Beagle,Dog,IL
29122,Hound,Dog,IL
29123,Pit Bull Terrier,Dog,IL
29124,Pit Bull Terrier,Dog,IL
29125,Pit Bull Terrier,Dog,IL
29126,Pit Bull Terrier,Dog,IL
29127,Pit Bull Terrier,Dog,IL
29128,Wirehaired Terrier,Dog,IL
29129,Labrador Retriever,Dog,IL
29130,Cattle Dog,Dog,IL
29131,Labrador Retriever,Dog,IL
29132,Labrador Retriever,Dog,IL
29133,Labrador Retriever,Dog,IL
29134,Hound,Dog,IL
29135,Dachshund,Dog,IL
29136,Hound,Dog,IL
29137,Chihuahua,Dog,IL
29138,Maltese,Dog,IL
29139,Pit Bull Terrier,Dog,IL
29140,Golden Retriever,Dog,IL
29141,Hound,Dog,IL
29142,Hound,Dog,IL
29143,Labrador Retriever,Dog,IN
29144,German Shepherd Dog,Dog,IN
29145,Terrier,Dog,IL
29146,German Shepherd Dog,Dog,IN
29147,Pit Bull Terrier,Dog,IL
29148,German Shepherd Dog,Dog,IN
29149,Chihuahua,Dog,IL
29150,Terrier,Dog,IL
29151,Chihuahua,Dog,IL
29152,Terrier,Dog,IL
29153,Labrador Retriever,Dog,IL
29154,German Shepherd Dog,Dog,IN
29155,Pomeranian,Dog,IL
29156,Yorkshire Terrier,Dog,IL
29157,Australian Shepherd,Dog,IL
29158,Chihuahua,Dog,IL
29159,Shih Tzu,Dog,IL
29160,Chihuahua,Dog,IL
29161,Chihuahua,Dog,IL
29162,Chihuahua,Dog,IL
29163,Australian Shepherd,Dog,IL
29164,Labrador Retriever,Dog,IL
29165,Chihuahua,Dog,IL
29166,Schnauzer,Dog,IL
29167,Schnauzer,Dog,IL
29168,Tibetan Mastiff,Dog,IL
29169,Tibetan Mastiff,Dog,IL
29170,Border Collie,Dog,IL
29171,Doberman Pinscher,Dog,IL
29172,Dachshund,Dog,IL
29173,American Staffordshire Terrier,Dog,IL
29174,Rottweiler,Dog,IL
29175,Rottweiler,Dog,IL
29176,Rottweiler,Dog,IL
29177,Pit Bull Terrier,Dog,IL
29178,Pit Bull Terrier,Dog,IL
29179,Chihuahua,Dog,IL
29180,Parson Russell Terrier,Dog,IL
29181,Catahoula Leopard Dog,Dog,IL
29182,Labrador Retriever,Dog,IL
29183,Labrador Retriever,Dog,IL
29184,Labrador Retriever,Dog,IL
29185,Labrador Retriever,Dog,IL
29186,Terrier,Dog,IL
29187,Mixed Breed,Dog,IL
29188,Boston Terrier,Dog,IL
29189,Yorkshire Terrier,Dog,IL
29190,Chihuahua,Dog,IL
29191,Shih Tzu,Dog,IL
29192,Terrier,Dog,IL
29193,Beagle,Dog,IL
29194,Boxer,Dog,IL
29195,Hound,Dog,IL
29196,Pit Bull Terrier,Dog,IL
29197,Pit Bull Terrier,Dog,IL
29198,Pit Bull Terrier,Dog,IL
29199,Mixed Breed,Dog,IL
29200,Miniature Pinscher,Dog,IL
29201,Miniature Pinscher,Dog,IL
29202,Labrador Retriever,Dog,IL
29203,Australian Shepherd,Dog,IL
29204,Labrador Retriever,Dog,IL
29205,Labrador Retriever,Dog,IL
29206,Labrador Retriever,Dog,IL
29207,Beagle,Dog,IL
29208,Pit Bull Terrier,Dog,IL
29209,Pit Bull Terrier,Dog,IL
29210,Shepherd,Dog,IL
29211,Australian Shepherd,Dog,IL
29212,Labrador Retriever,Dog,IL
29213,Pit Bull Terrier,Dog,IL
29214,Whippet,Dog,IL
29215,Dachshund,Dog,IL
29216,Whippet,Dog,IL
29217,Whippet,Dog,IL
29218,Whippet,Dog,IL
29219,Labrador Retriever,Dog,IL
29220,Coonhound,Dog,IL
29221,Terrier,Dog,IL
29222,Pit Bull Terrier,Dog,IL
29223,Mountain Cur,Dog,IL
29224,Labrador Retriever,Dog,IL
29225,Boxer,Dog,IL
29226,Shepherd,Dog,IL
29227,Shar-Pei,Dog,IL
29228,Pit Bull Terrier,Dog,IL
29229,Pit Bull Terrier,Dog,IL
29230,Pit Bull Terrier,Dog,IL
29231,Jack Russell Terrier,Dog,IL
29232,Shepherd,Dog,IL
29233,Mastiff,Dog,IL
29234,Pointer,Dog,IL
29235,Pit Bull Terrier,Dog,IL
29236,Labrador Retriever,Dog,IL
29237,Labrador Retriever,Dog,IL
29238,Labrador Retriever,Dog,IL
29239,Rat Terrier,Dog,IL
29240,Shepherd,Dog,IL
29241,Black and Tan Coonhound,Dog,IL
29242,Shih Tzu,Dog,IL
29243,Pit Bull Terrier,Dog,IL
29244,Treeing Walker Coonhound,Dog,IL
29245,Pit Bull Terrier,Dog,IL
29246,Great Dane,Dog,IL
29247,Pit Bull Terrier,Dog,IL
29248,Australian Cattle Dog / Blue Heeler,Dog,IL
29249,Pug,Dog,IL
29250,Hound,Dog,IL
29251,American Staffordshire Terrier,Dog,IL
29252,Labrador Retriever,Dog,IL
29253,Poodle,Dog,IL
29254,American Staffordshire Terrier,Dog,IL
29255,Yorkshire Terrier,Dog,IL
29256,Labrador Retriever,Dog,IL
29257,Chihuahua,Dog,IL
29258,Terrier,Dog,IL
29259,Australian Shepherd,Dog,IL
29260,Australian Shepherd,Dog,IL
29261,Australian Shepherd,Dog,IL
29262,Shepherd,Dog,IL
29263,Maltese,Dog,IL
29264,Dogue de Bordeaux,Dog,IL
29265,Australian Shepherd,Dog,IL
29266,Australian Shepherd,Dog,IL
29267,Australian Shepherd,Dog,IL
29268,Australian Shepherd,Dog,IL
29269,Beagle,Dog,IL
29270,Labrador Retriever,Dog,IL
29271,Border Collie,Dog,IL
29272,German Shepherd Dog,Dog,IL
29273,Treeing Walker Coonhound,Dog,IL
29274,Pit Bull Terrier,Dog,IL
29275,Labrador Retriever,Dog,IL
29276,Hound,Dog,IL
29277,Mountain Cur,Dog,IL
29278,Pit Bull Terrier,Dog,IL
29279,Mountain Cur,Dog,IL
29280,Mountain Cur,Dog,IL
29281,Labrador Retriever,Dog,IL
29282,Mountain Cur,Dog,IL
29283,Labrador Retriever,Dog,61944
29284,Terrier,Dog,IL
29285,Great Dane,Dog,IL
29286,Shih Tzu,Dog,IL
29287,Beagle,Dog,IL
29288,Pit Bull Terrier,Dog,IL
29289,Boxer,Dog,IL
29290,Black Labrador Retriever,Dog,IL
29291,Boston Terrier,Dog,IL
29292,Mastiff,Dog,IL
29293,Pit Bull Terrier,Dog,IL
29294,American Staffordshire Terrier,Dog,IL
29295,American Staffordshire Terrier,Dog,IL
29296,American Staffordshire Terrier,Dog,IL
29297,American Staffordshire Terrier,Dog,IL
29298,Labrador Retriever,Dog,IL
29299,Beagle,Dog,IL
29300,Anatolian Shepherd,Dog,IL
29301,Pit Bull Terrier,Dog,IL
29302,Australian Shepherd,Dog,IL
29303,Australian Shepherd,Dog,IL
29304,Pit Bull Terrier,Dog,IL
29305,Black Mouth Cur,Dog,IL
29306,Labrador Retriever,Dog,IL
29307,Rat Terrier,Dog,IL
29308,Pit Bull Terrier,Dog,IL
29309,Rat Terrier,Dog,IL
29310,Terrier,Dog,IL
29311,German Shepherd Dog,Dog,IL
29312,Labrador Retriever,Dog,IL
29313,Caucasian Sheepdog / Caucasian Ovtcharka,Dog,IL
29314,Chihuahua,Dog,IL
29315,Chihuahua,Dog,IL
29316,Labrador Retriever,Dog,IL
29317,Labrador Retriever,Dog,IL
29318,Dachshund,Dog,IL
29319,Labrador Retriever,Dog,IL
29320,Beagle,Dog,IL
29321,Pit Bull Terrier,Dog,IL
29322,Shepherd,Dog,IL
29323,Patterdale Terrier / Fell Terrier,Dog,IL
29324,Patterdale Terrier / Fell Terrier,Dog,IL
29325,Border Collie,Dog,IL
29326,Labrador Retriever,Dog,IL
29327,Border Collie,Dog,IL
29328,Black Labrador Retriever,Dog,IL
29329,Boxer,Dog,IL
29330,Boxer,Dog,IL
29331,Pekingese,Dog,IL
29332,Pug,Dog,IL
29333,Chihuahua,Dog,IL
29334,Chihuahua,Dog,IL
29335,Black and Tan Coonhound,Dog,IL
29336,Shar-Pei,Dog,IL
29337,Labrador Retriever,Dog,IL
29338,Labrador Retriever,Dog,IL
29339,Pit Bull Terrier,Dog,IN
29340,Coonhound,Dog,IN
